Date,BIMAS,DOAS,EREGL,FROTO,GOLD,ISDMR,KRDMD,MGROS,PGSUS,SOKM,TAVHL,THYAO,TOASO,USDTRY,XU100
2016-01-01 00:00:00,18.806325912475582,4.199036121368408,0.7651902437210083,1.5702497959136963,,,0.9015220403671264,16.473506927490234,3.592765092849731,,13.452857971191406,7.219173908233643,8.796566009521484,2.911900043487549,
2016-01-04 00:00:00,18.604894638061523,4.191415309906006,0.7450535893440247,1.5733611583709717,1075.0999755859375,,0.8767094016075134,16.152536392211914,3.4679598808288574,,13.0830717086792,6.9749531745910645,8.694441795349121,2.9161500930786133,
2016-01-05 00:00:00,18.678136825561523,4.199036121368408,0.7500877380371094,1.571286678314209,1078.4000244140625,,0.8684386014938354,15.992047309875488,3.451591968536377,,13.164422988891602,7.072641372680664,8.903329849243164,2.964319944381714,
2016-01-06 00:00:00,18.440086364746097,4.164743900299072,0.7853267192840576,1.5754351615905762,1091.9000244140625,,0.8684386014938354,15.94484519958496,3.4495460987091064,,12.949949264526367,7.0433349609375,8.982246398925781,2.9850399494171143,
2016-01-07 00:00:00,18.56827163696289,4.15712308883667,0.7777756452560425,1.5785467624664309,1107.699951171875,,0.8684386014938354,15.689953804016112,3.4925119876861572,,12.861199378967283,7.150792598724365,9.13078784942627,3.000999927520752,
2016-01-08 00:00:00,18.19470977783203,4.092345714569092,0.7526049017906189,1.5567665100097656,1097.800048828125,,0.8601677417755127,15.095208168029783,3.4393160343170166,,13.157029151916504,7.053103446960449,8.945109367370605,3.0004000663757324,
2016-01-11 00:00:00,18.01891326904297,4.237139701843262,0.762673020362854,1.5474321842193604,1096.5,,0.8601677417755127,15.104649543762209,3.4393160343170166,,13.208800315856934,7.121485710144043,8.875480651855469,3.0348000526428223,
2016-01-12 00:00:00,18.275279998779297,4.309537410736084,0.762673020362854,1.5868436098098757,1085.5999755859375,,0.8684386014938354,15.189613342285156,3.455683946609497,,13.304944038391112,7.101947784423828,9.014739990234377,3.034290075302124,
2016-01-13 00:00:00,18.40346336364746,4.412417411804199,0.770224392414093,1.5972154140472412,1087.5,,0.8767094016075134,15.312337875366213,3.4720520973205566,,13.275360107421877,7.170330047607422,9.065799713134766,3.0319600105285645,
2016-01-14 00:00:00,18.440086364746097,4.324779510498047,0.7601560354232788,1.5671381950378418,1073.9000244140625,,0.8684386014938354,15.029125213623049,3.4168100357055664,,12.912967681884766,7.033565998077393,8.903329849243164,3.027100086212158,
2016-01-15 00:00:00,18.289928436279297,4.225708961486816,0.7450535893440247,1.5629892349243164,1091.5,,0.8684386014938354,14.821436882019045,3.394304037094116,,12.661514282226562,6.935877799987793,8.796566009521484,3.0234999656677246,
2016-01-18 00:00:00,18.114137649536133,4.248570919036865,0.7526049017906189,1.5567665100097656,,,0.8684386014938354,14.500463485717772,3.408626079559326,,12.779847145080566,6.994490623474121,8.717652320861816,3.0500600337982178,
2016-01-19 00:00:00,17.996936798095703,4.290485858917236,0.7526049017906189,1.5951412916183472,1089.9000244140625,,0.8849803805351257,14.519344329833984,3.408626079559326,,12.63193130493164,7.062872886657715,8.92189884185791,3.034830093383789,
2016-01-20 00:00:00,17.769868850708008,4.149501800537109,0.7349852919578552,1.5795841217041016,1107.0999755859375,,0.8684386014938354,14.339977264404297,3.334969997406006,,12.129020690917969,6.887033462524414,8.62945556640625,3.0374200344085693,
2016-01-21 00:00:00,17.418285369873047,4.084725856781006,0.7274340987205505,1.550543189048767,1099.0999755859375,,0.8518969416618347,14.009562492370604,3.263360023498535,,11.892355918884276,6.896801948547363,8.703725814819336,3.040750026702881,
2016-01-22 00:00:00,17.418285369873047,4.084725856781006,0.7274340987205505,1.550543189048767,1097.199951171875,,0.8518969416618347,14.009562492370604,3.263360023498535,,11.892355918884276,6.896801948547363,8.703725814819336,3.015929937362671,
2016-01-25 00:00:00,17.850440979003906,4.183794975280762,0.7677074074745178,1.6179583072662354,1106.199951171875,,0.8767094016075134,14.453261375427246,3.3186020851135254,,12.498807907104492,6.95541524887085,9.191134452819824,3.002350091934204,
